,Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield,% Cash Dividend,% Bonus Dividend,EPS,NAV,Price,Price Vs EPS Correlation,Price Vs NAV Correlation,Efficient(EPS),Efficient(NAV)
248,EXPRESS INSURANCE LTD.,2023,1.51,0,0.0,0,18.75,0.0,98.27,0,7%C,1.84,7.0,0.0,1.51,18.75,38.04347826086957,-0.4106041914619757,0.6759802105121298,No,Yes
249,EXPRESS INSURANCE LTD.,2024,1.23,0,0.0,0,19.29,0.0,80.48,0,5%C,0.87,5.0,0.0,1.23,19.29,57.47126436781609,-0.4106041914619757,0.6759802105121298,No,Yes
250,FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2020,0.33,0,0.0,0,19.36,0.0,70.03,0,"3%C,2%B",3.41,3.0,2.0,0.3234,18.9728,8.621700879765395,0.9093280232261733,0.6059679299901628,Yes,Yes
251,FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2021,0.79,0,0.0,0,19.48,0.0,172.91,0,10%C,7.09,10.0,0.0,0.79,19.48,14.104372355430183,0.9093280232261733,0.6059679299901628,Yes,Yes
252,FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2022,1.04,0,0.0,0,19.5,0.0,228.07,0,10%C,5.38,10.0,0.0,1.04,19.5,18.58736059479554,0.9093280232261733,0.6059679299901628,Yes,Yes
253,FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2023,1.58,0,0.0,0,19.63,0.0,345.41,0,10%C,5.21,10.0,0.0,1.58,19.63,19.193857965451055,0.9093280232261733,0.6059679299901628,Yes,Yes
254,FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2024,1.64,0,0.0,0,21.06,0.0,358.84,0,14%C,7.53,14.0,0.0,1.64,21.06,18.59229747675963,0.9093280232261733,0.6059679299901628,Yes,Yes
255,FORTUNE SHOES LIMITED,2020,0.8,0,0.0,0,13.63,0.0,117.22,0,"5%C,5%B",3.14,5.0,5.0,0.76,12.948500000000001,15.127388535031846,0.7458631492018979,0.6627770766849791,Yes,Yes
256,FORTUNE SHOES LIMITED,2021,1.59,0,0.0,0,14.24,0.0,245.49,0,"10%C,5%B",2.24,10.0,5.0,1.5105,13.528,42.41071428571428,0.7458631492018979,0.6627770766849791,Yes,Yes
257,FORTUNE SHOES LIMITED,2022,2.3,0,0.0,0,14.3,0.0,374.1,0,"10%C,5%B",1.07,10.0,5.0,2.1849999999999996,13.585,88.78504672897196,0.7458631492018979,0.6627770766849791,Yes,Yes
258,FORTUNE SHOES LIMITED,2023,1.05,0,0.0,0,14.56,0.0,179.88,0,5%C,0.66,5.0,0.0,1.05,14.56,75.75757575757575,0.7458631492018979,0.6627770766849791,Yes,Yes
259,FORTUNE SHOES LIMITED,2024,0.5,0,0.0,0,13.58,0.0,84.49,0,1%C,0.34,1.0,0.0,0.5,13.58,29.411764705882355,0.7458631492018979,0.6627770766849791,Yes,Yes
260,FU-WANG CERAMIC INDUSTRY LIMITED,2020,0.47,0,0.0,0,11.5,0.0,63.65,0,1.4%C,2.09,1.4,0.0,0.47,11.5,6.698564593301436,-0.9585631974441722,0.8580029559093476,No,Yes
261,FU-WANG CERAMIC INDUSTRY LIMITED,2021,0.34,0,0.0,0,11.7,0.0,46.36,0,2%C,1.32,2.0,0.0,0.34,11.7,15.151515151515152,-0.9585631974441722,0.8580029559093476,No,Yes
262,FU-WANG CERAMIC INDUSTRY LIMITED,2022,0.23,0,0.0,0,11.78,0.0,31.47,0,2%C,1.04,2.0,0.0,0.23,11.78,19.230769230769234,-0.9585631974441722,0.8580029559093476,No,Yes
263,FU-WANG CERAMIC INDUSTRY LIMITED,2023,0.26,0,0.0,0,11.91,0.0,36.0,0,2%C,1.14,2.0,0.0,0.26,11.91,17.54385964912281,-0.9585631974441722,0.8580029559093476,No,Yes
264,FU-WANG CERAMIC INDUSTRY LIMITED,2024,0.2,0,0.0,0,11.97,0.0,27.09,0,2%C,1.12,2.0,0.0,0.2,11.97,17.857142857142858,-0.9585631974441722,0.8580029559093476,No,Yes
265,GENEX INFOSYS PLC,2020,3.42,0,0.0,0,17.5,0.0,320.58,0,"10%C,10%B",1.83,10.0,10.0,3.078,15.75,49.18032786885245,0.5348287254057895,-0.2625543642855079,Yes,No
266,GENEX INFOSYS PLC,2021,3.22,0,0.0,0,18.22,0.0,332.42,0,"10%C,10%B",1.12,10.0,10.0,2.898,16.398,80.35714285714285,0.5348287254057895,-0.2625543642855079,Yes,No
267,GENEX INFOSYS PLC,2022,3.36,0,0.0,0,16.53,0.0,381.68,0,"11%C,2%B",1.45,11.0,2.0,3.2927999999999997,16.1994,74.3448275862069,0.5348287254057895,-0.2625543642855079,Yes,No
268,GENEX INFOSYS PLC,2023,3.32,0,0.0,0,19.2,0.0,384.07,0,"6%C,4%B",0.7,6.0,4.0,3.1872,18.432,82.28571428571429,0.5348287254057895,-0.2625543642855079,Yes,No
269,GENEX INFOSYS PLC,2024,2.62,0,0.0,0,20.38,0.0,315.67,0,3%C,0.63,3.0,0.0,2.62,20.38,47.61904761904761,0.5348287254057895,-0.2625543642855079,Yes,No
270,GPH ISPAT LIMITED,2020,0.79,0,0.0,0,17.01,0.0,299.42,0,"5%C,5%B",2.06,5.0,5.0,0.7505000000000001,16.1595,23.058252427184467,0.2843134881449161,0.15658102759422415,Yes,Yes
271,GPH ISPAT LIMITED,2021,4.18,0,0.0,0,29.86,0.0,1660.89,0,"20%C,10%B",5.65,20.0,10.0,3.7619999999999996,26.874,31.858407079646017,0.2843134881449161,0.15658102759422415,Yes,Yes
272,GPH ISPAT LIMITED,2022,3.42,0,0.0,0,28.79,0.0,1494.28,0,"5.5%C, 5.5%B",1.04,5.5,5.5,3.2319,27.20655,49.97596153846154,0.2843134881449161,0.15658102759422415,Yes,Yes
273,GPH ISPAT LIMITED,2023,0.58,0,0.0,0,53.08,0.0,267.61,0,"5%C,5%B",1.11,5.0,5.0,0.5509999999999999,50.426,42.79279279279279,0.2843134881449161,0.15658102759422415,Yes,Yes
274,GPH ISPAT LIMITED,2024,1.77,0,0.0,0,52.43,0.0,857.74,0,10%C,3.72,10.0,0.0,1.77,52.43,26.881720430107524,0.2843134881449161,0.15658102759422415,Yes,Yes
275,GQ BALL PEN INDUSTRIES LIMITED,2020,-7.64,0,0.0,0,134.21,0.0,-68.21,0,5%C,0.76,5.0,0.0,-7.64,134.21,65.78947368421053,0.7085364464423543,-0.48028432433043106,Yes,No
276,GQ BALL PEN INDUSTRIES LIMITED,2021,-7.56,0,0.0,0,140.0,0.0,-67.49,0,5%C,0.44,5.0,0.0,-7.56,140.0,113.63636363636364,0.7085364464423543,-0.48028432433043106,Yes,No
277,GQ BALL PEN INDUSTRIES LIMITED,2022,-2.65,0,0.0,0,136.31,0.0,-23.64,0,2.5%C,0.23,2.5,0.0,-2.65,136.31,108.69565217391303,0.7085364464423543,-0.48028432433043106,Yes,No
278,GQ BALL PEN INDUSTRIES LIMITED,2023,-0.12,0,0.0,0,120.06,0.0,-1.09,0,2.5%C,0.19,2.5,0.0,-0.12,120.06,131.57894736842107,0.7085364464423543,-0.48028432433043106,Yes,No
279,GQ BALL PEN INDUSTRIES LIMITED,2024,-3.5,0,0.0,0,113.57,0.0,-31.28,0,3%C,0.25,3.0,0.0,-3.5,113.57,120.0,0.7085364464423543,-0.48028432433043106,Yes,No
280,GRAMEEN MF ONE : SCHEME TWO,2020,0.74,0,0.0,0,15.46,0.0,135.78,0,7%C,6.31,7.0,0.0,0.74,15.46,11.093502377179082,0.7682688291042553,0.9956402029817141,Yes,Yes
281,GRAMEEN MF ONE : SCHEME TWO,2021,1.21,0,0.0,0,20.82,0.0,220.18,0,13%C,7.43,13.0,0.0,1.21,20.82,17.49663526244953,0.7682688291042553,0.9956402029817141,Yes,Yes
282,GRAMEEN MF ONE : SCHEME TWO,2022,1.34,0,0.0,0,20.52,0.0,244.74,0,15%C,9.09,15.0,0.0,1.34,20.52,16.5016501650165,0.7682688291042553,0.9956402029817141,Yes,Yes
283,GRAMEEN MF ONE : SCHEME TWO,2023,0.65,0,0.0,0,19.28,0.0,118.84,0,6.5%C,4.3,6.5,0.0,0.65,19.28,15.116279069767444,0.7682688291042553,0.9956402029817141,Yes,Yes
284,GRAMEEN MF ONE : SCHEME TWO,2024,0.65,0,0.0,0,16.05,0.0,117.84,0,6.5%C,5.56,6.5,0.0,0.65,16.05,11.69064748201439,0.7682688291042553,0.9956402029817141,Yes,Yes
285,GRAMEENPHONE LIMITED,2020,27.54,0,0.0,0,38.59,0.0,37187.04,0,275%C,7.92,275.0,0.0,27.54,38.59,347.22222222222223,0.7537452491923311,-0.24145111256350538,Yes,No
286,GRAMEENPHONE LIMITED,2021,25.28,0,0.0,0,36.94,0.0,34129.06,0,250%C,7.15,250.0,0.0,25.28,36.94,349.6503496503496,0.7537452491923311,-0.24145111256350538,Yes,No
287,GRAMEENPHONE LIMITED,2022,22.29,0,0.0,0,34.22,0.0,30091.6,0,220%C,7.68,220.0,0.0,22.29,34.22,286.45833333333337,0.7537452491923311,-0.24145111256350538,Yes,No
288,GRAMEENPHONE LIMITED,2023,24.49,0,0.0,0,49.39,0.0,33074.87,0,125%C,4.34,125.0,0.0,24.49,49.39,288.01843317972356,0.7537452491923311,-0.24145111256350538,Yes,No
289,GRAMEENPHONE LIMITED,2024,26.89,0,0.0,0,47.95,0.0,36308.73,0,330%C,10.21,330.0,0.0,26.89,47.95,323.21253672869733,0.7537452491923311,-0.24145111256350538,Yes,No
290,GREEN DELTA INSURANCE PLC.,2020,7.34,0,0.0,0,68.95,0.0,683.8,0,"24.5%C,7.5%B",3.98,24.5,7.5,6.7895,63.77875,56.94095477386936,0.8667100485962153,0.1211658519736717,Yes,Yes
291,GREEN DELTA INSURANCE PLC.,2021,8.43,0,0.0,0,69.32,0.0,844.69,0,30%C,2.83,30.0,0.0,8.43,69.32,106.00706713780919,0.8667100485962153,0.1211658519736717,Yes,Yes
292,GREEN DELTA INSURANCE PLC.,2022,7.3,0,0.0,0,68.96,0.0,731.23,0,25%C,3.84,25.0,0.0,7.3,68.96,65.10416666666667,0.8667100485962153,0.1211658519736717,Yes,Yes
293,GREEN DELTA INSURANCE PLC.,2023,6.11,0,0.0,0,73.18,0.0,612.19,0,25%C,3.77,25.0,0.0,6.11,73.18,66.3129973474801,0.8667100485962153,0.1211658519736717,Yes,Yes
294,GREEN DELTA INSURANCE PLC.,2024,5.39,0,0.0,0,70.4,0.0,539.76,0,25%C,5.07,25.0,0.0,5.39,70.4,49.30966469428007,0.8667100485962153,0.1211658519736717,Yes,Yes
295,HAKKANI PULP & PAPER MILLS PLC.,2020,0.07,0,0.0,0,25.82,0.0,1.42,0,2%C,0.27,2.0,0.0,0.07,25.82,74.07407407407408,0.016040559654414126,0.259571891876949,Yes,Yes
296,HAKKANI PULP & PAPER MILLS PLC.,2021,-1.28,0,0.0,0,24.96,0.0,-24.31,0,1%C,0.15,1.0,0.0,-1.28,24.96,66.66666666666667,0.016040559654414126,0.259571891876949,Yes,Yes
297,HAKKANI PULP & PAPER MILLS PLC.,2022,-1.3,0,0.0,0,9.94,0.0,-24.61,0,1%C,0.16,1.0,0.0,-1.3,9.94,62.5,0.016040559654414126,0.259571891876949,Yes,Yes
298,HAKKANI PULP & PAPER MILLS PLC.,2023,0.89,0,0.0,0,24.45,0.0,16.91,0,2%C,0.31,2.0,0.0,0.89,24.45,64.51612903225808,0.016040559654414126,0.259571891876949,Yes,Yes
299,HAKKANI PULP & PAPER MILLS PLC.,2024,0.04,0,0.0,0,24.29,0.0,0.78,0,2%C,0.36,2.0,0.0,0.04,24.29,55.55555555555556,0.016040559654414126,0.259571891876949,Yes,Yes
300,HEIDELBERG MATERIALS BANGLADESH PLC.,2020,-1.43,0,0.0,0,68.1,0.0,-80.84,0,20%C,1.34,20.0,0.0,-1.43,68.1,149.25373134328356,0.8622150999121327,0.23298984847521942,Yes,Yes
301,HEIDELBERG MATERIALS BANGLADESH PLC.,2021,8.41,0,0.0,0,66.6,0.0,475.28,0,26%C,0.95,26.0,0.0,8.41,66.6,273.6842105263158,0.8622150999121327,0.23298984847521942,Yes,Yes
302,HEIDELBERG MATERIALS BANGLADESH PLC.,2022,-4.13,0,0.0,0,60.07,0.0,-233.44,0,10%C,0.56,10.0,0.0,-4.13,60.07,178.57142857142856,0.8622150999121327,0.23298984847521942,Yes,Yes
303,HEIDELBERG MATERIALS BANGLADESH PLC.,2023,8.13,0,0.0,0,67.2,0.0,459.41,0,25%C,1.06,25.0,0.0,8.13,67.2,235.84905660377356,0.8622150999121327,0.23298984847521942,Yes,Yes
304,HEIDELBERG MATERIALS BANGLADESH PLC.,2024,8.17,0,0.0,0,72.87,0.0,461.79,0,25%C,1.12,25.0,0.0,8.17,72.87,223.21428571428567,0.8622150999121327,0.23298984847521942,Yes,Yes
305,HWA WELL TEXTILES (BD) PLC.,2020,2.31,0,0.0,0,30.52,0.0,129.63,0,20%C,6.41,20.0,0.0,2.31,30.52,31.201248049921997,0.9409714882319332,0.7190861498003035,Yes,Yes
306,HWA WELL TEXTILES (BD) PLC.,2021,3.01,0,0.0,0,31.56,0.0,168.58,0,20%C,4.74,20.0,0.0,3.01,31.56,42.19409282700421,0.9409714882319332,0.7190861498003035,Yes,Yes
307,HWA WELL TEXTILES (BD) PLC.,2022,4.54,0,0.0,0,34.34,0.0,254.43,0,25%C,5.45,25.0,0.0,4.54,34.34,45.87155963302752,0.9409714882319332,0.7190861498003035,Yes,Yes
308,HWA WELL TEXTILES (BD) PLC.,2023,5.94,0,0.0,0,37.8,0.0,332.45,0,25%C,4.44,25.0,0.0,5.94,37.8,56.3063063063063,0.9409714882319332,0.7190861498003035,Yes,Yes
309,HWA WELL TEXTILES (BD) PLC.,2024,3.19,0,0.0,0,38.51,0.0,178.49,0,20%C,4.65,20.0,0.0,3.19,38.51,43.01075268817204,0.9409714882319332,0.7190861498003035,Yes,Yes
310,IDLC FINANCE PLC.,2020,6.74,0,0.0,0,40.41,0.0,2540.57,0,"15%C,5%B",2.37,15.0,5.0,6.4030000000000005,38.3895,60.12658227848101,0.5934184060878059,-0.8762182731292774,Yes,No
311,IDLC FINANCE PLC.,2021,5.34,0,0.0,0,42.41,0.0,2116.05,0,"15%C,5%B",2.49,15.0,5.0,5.0729999999999995,40.2895,57.22891566265059,0.5934184060878059,-0.8762182731292774,Yes,No
312,IDLC FINANCE PLC.,2022,4.61,0,0.0,0,43.56,0.0,1914.53,0,15%C,3.23,15.0,0.0,4.61,43.56,46.43962848297213,0.5934184060878059,-0.8762182731292774,Yes,No
313,IDLC FINANCE PLC.,2023,3.64,0,0.0,0,45.71,0.0,1513.56,0,15%C,3.22,15.0,0.0,3.64,45.71,46.58385093167702,0.5934184060878059,-0.8762182731292774,Yes,No
314,IDLC FINANCE PLC.,2024,4.82,0,0.0,0,48.26,0.0,2002.8,0,"15%C,5%B",4.64,15.0,5.0,4.579000000000001,45.846999999999994,30.711206896551726,0.5934184060878059,-0.8762182731292774,Yes,No
315,IFAD AUTOS PLC.,2020,0.93,0,0.0,0,39.73,0.0,229.91,0,"9%C,2%B",2.34,9.0,2.0,0.9114000000000001,38.935399999999994,37.69230769230769,0.7223360465588108,0.8801686880286096,Yes,Yes
316,IFAD AUTOS PLC.,2021,2.18,0,0.0,0,40.81,0.0,551.18,0,11%C,2.18,11.0,0.0,2.18,40.81,50.45871559633027,0.7223360465588108,0.8801686880286096,Yes,Yes
317,IFAD AUTOS PLC.,2022,1.64,0,0.0,0,41.35,0.0,414.0,0,"5%C, 5%B",0.99,5.0,5.0,1.5579999999999998,39.2825,47.97979797979798,0.7223360465588108,0.8801686880286096,Yes,Yes
318,IFAD AUTOS PLC.,2023,-0.58,0,0.0,0,37.91,0.0,-153.75,0,10%C,2.28,10.0,0.0,-0.58,37.91,43.85964912280702,0.7223360465588108,0.8801686880286096,Yes,Yes
319,IFAD AUTOS PLC.,2024,-0.62,0,0.0,0,36.29,0.0,-164.55,0,"1%C,1%B",0.35,1.0,1.0,-0.6138,35.927099999999996,28.285714285714292,0.7223360465588108,0.8801686880286096,Yes,Yes
320,INTRACO REFUELING STATION LTD.,2020,0.55,0,0.0,0,12.28,0.0,47.43,0,"5%C,5%B",3.94,5.0,5.0,0.5225000000000001,11.665999999999999,12.055837563451776,0.921329341337633,0.7347476356038699,Yes,Yes
321,INTRACO REFUELING STATION LTD.,2021,0.81,0,0.0,0,12.17,0.0,73.36,0,"2%C,8%B",0.9,2.0,8.0,0.7452000000000001,11.1964,20.444444444444446,0.921329341337633,0.7347476356038699,Yes,Yes
322,INTRACO REFUELING STATION LTD.,2022,1.03,0,0.0,0,12.21,0.0,101.61,0,10%C,4.0,10.0,0.0,1.03,12.21,25.0,0.921329341337633,0.7347476356038699,Yes,Yes
323,INTRACO REFUELING STATION LTD.,2023,1.29,0,0.0,0,12.46,0.0,127.12,0,10%C,2.06,10.0,0.0,1.29,12.46,48.54368932038835,0.921329341337633,0.7347476356038699,Yes,Yes
324,INTRACO REFUELING STATION LTD.,2024,0.88,0,0.0,0,12.39,0.0,86.44,0,1%C,0.31,1.0,0.0,0.88,12.39,32.25806451612904,0.921329341337633,0.7347476356038699,Yes,Yes
325,INVESTMENT CORPORATION OF BANGLADESH,2020,0.74,0,0.0,0,56.8,0.0,564.91,0,"5%C,5%B",0.73,5.0,5.0,0.703,53.959999999999994,65.06849315068493,0.0008873779692522597,0.4902300562385169,Yes,Yes
326,INVESTMENT CORPORATION OF BANGLADESH,2021,1.43,0,0.0,0,54.98,0.0,1153.34,0,11%C,0.94,11.0,0.0,1.43,54.98,117.02127659574471,0.0008873779692522597,0.4902300562385169,Yes,Yes
327,INVESTMENT CORPORATION OF BANGLADESH,2022,1.79,0,0.0,0,55.59,0.0,1445.77,0,"5%C,5%B",1.08,5.0,5.0,1.7005000000000001,52.810500000000005,43.981481481481474,0.0008873779692522597,0.4902300562385169,Yes,Yes
328,INVESTMENT CORPORATION OF BANGLADESH,2023,0.92,0,0.0,0,53.34,0.0,775.83,0,"2.5%C,2.5%B",0.28,2.5,2.5,0.897,52.0065,87.05357142857142,0.0008873779692522597,0.4902300562385169,Yes,Yes
329,INVESTMENT CORPORATION OF BANGLADESH,2024,0.38,0,0.0,0,51.95,0.0,326.77,0,2%C,0.28,2.0,0.0,0.38,51.95,71.42857142857143,0.0008873779692522597,0.4902300562385169,Yes,Yes
330,IT CONSULTANTS PLC.,2020,1.21,0,0.0,0,15.93,0.0,148.76,0,"5%C,5%B",1.7,5.0,5.0,1.1495,15.1335,27.941176470588236,0.9028263734058998,0.910188932407293,Yes,Yes
331,IT CONSULTANTS PLC.,2021,1.54,0,0.0,0,16.48,0.0,198.03,0,5%C,1.39,5.0,0.0,1.54,16.48,35.97122302158274,0.9028263734058998,0.910188932407293,Yes,Yes
332,IT CONSULTANTS PLC.,2022,1.87,0,0.0,0,17.15,0.0,240.23,0,6%C,1.79,6.0,0.0,1.87,17.15,33.5195530726257,0.9028263734058998,0.910188932407293,Yes,Yes
333,IT CONSULTANTS PLC.,2023,2.45,0,0.0,0,19.0,0.0,315.11,0,10%C,2.34,10.0,0.0,2.45,19.0,42.73504273504274,0.9028263734058998,0.910188932407293,Yes,Yes
334,IT CONSULTANTS PLC.,2024,2.98,0,0.0,0,20.75,0.0,383.48,0,11%C,2.61,11.0,0.0,2.98,20.75,42.145593869731805,0.9028263734058998,0.910188932407293,Yes,Yes
335,JAMUNA OIL COMPANY LIMITED,2020,18.13,0,0.0,0,161.4,0.0,2001.85,0,120%C,8.68,120.0,0.0,18.13,161.4,138.24884792626727,0.455920197175837,0.7717397373657029,Yes,Yes
336,JAMUNA OIL COMPANY LIMITED,2021,18.24,0,0.0,0,180.84,0.0,2014.03,0,120%C,7.39,120.0,0.0,18.24,180.84,162.38159675236807,0.455920197175837,0.7717397373657029,Yes,Yes
337,JAMUNA OIL COMPANY LIMITED,2022,16.87,0,0.0,0,189.0,0.0,1863.38,0,120%C,6.77,120.0,0.0,16.87,189.0,177.2525849335303,0.455920197175837,0.7717397373657029,Yes,Yes
338,JAMUNA OIL COMPANY LIMITED,2023,30.87,0,0.0,0,205.49,0.0,3408.62,0,130%C,7.34,130.0,0.0,30.87,205.49,177.1117166212534,0.455920197175837,0.7717397373657029,Yes,Yes
339,JAMUNA OIL COMPANY LIMITED,2024,40.0,0,0.0,0,228.61,0.0,4416.74,0,150%C,8.62,150.0,0.0,40.0,228.61,174.01392111368912,0.455920197175837,0.7717397373657029,Yes,Yes
340,KDS ACCESSORIES LIMITED,2020,2.18,0,0.0,0,24.99,0.0,144.68,0,"7.5%C,7.5%B",1.94,7.5,7.5,2.0165,23.11575,35.76030927835052,0.5791794199117253,0.5782183189854707,Yes,Yes
341,KDS ACCESSORIES LIMITED,2021,2.2,0,0.0,0,24.75,0.0,156.95,0,15%C,3.04,15.0,0.0,2.2,24.75,49.34210526315789,0.5791794199117253,0.5782183189854707,Yes,Yes
342,KDS ACCESSORIES LIMITED,2022,2.33,0,0.0,0,25.58,0.0,165.73,0,16%C,2.67,16.0,0.0,2.33,25.58,59.925093632958806,0.5791794199117253,0.5782183189854707,Yes,Yes
343,KDS ACCESSORIES LIMITED,2023,2.15,0,0.0,0,26.13,0.0,153.25,0,10%C,1.3,10.0,0.0,2.15,26.13,76.92307692307692,0.5791794199117253,0.5782183189854707,Yes,Yes
344,KDS ACCESSORIES LIMITED,2024,2.16,0,0.0,0,27.29,0.0,153.76,0,"5%C,5%B",1.32,5.0,5.0,2.052,25.9255,35.98484848484848,0.5791794199117253,0.5782183189854707,Yes,Yes
345,KHULNA POWER COMPANY LIMITED,2020,3.4,0,0.0,0,24.6,0.0,1349.47,0,34%C,7.51,34.0,0.0,3.4,24.6,45.27296937416778,0.9061232842005311,0.8722050139102093,Yes,Yes
346,KHULNA POWER COMPANY LIMITED,2021,0.87,0,0.0,0,22.07,0.0,345.33,0,12.5%C,3.38,12.5,0.0,0.87,22.07,36.98224852071006,0.9061232842005311,0.8722050139102093,Yes,Yes
347,KHULNA POWER COMPANY LIMITED,2022,0.03,0,0.0,0,21.73,0.0,13.06,0,10%C,3.68,10.0,0.0,0.03,21.73,27.173913043478258,0.9061232842005311,0.8722050139102093,Yes,Yes
348,KHULNA POWER COMPANY LIMITED,2023,-1.67,0,0.0,0,19.19,0.0,-664.53,0,10%C,3.73,10.0,0.0,-1.67,19.19,26.80965147453083,0.9061232842005311,0.8722050139102093,Yes,Yes
349,KHULNA POWER COMPANY LIMITED,2024,0.15,0,0.0,0,18.34,0.0,57.99,0,10%C,3.73,10.0,0.0,0.15,18.34,26.80965147453083,0.9061232842005311,0.8722050139102093,Yes,Yes
350,KOHINOOR CHEMICAL CO (BD) LTD.,2020,8.32,0,0.0,0,49.34,0.0,167.96,0,"35%C,10%B",0.74,35.0,10.0,7.488,44.406000000000006,425.6756756756757,0.6003091831952752,0.5993840485400058,Yes,Yes
351,KOHINOOR CHEMICAL CO (BD) LTD.,2021,10.54,0,0.0,0,55.58,0.0,234.0,0,"35%C,15%B",0.87,35.0,15.0,8.959,47.242999999999995,341.95402298850576,0.6003091831952752,0.5993840485400058,Yes,Yes
352,KOHINOOR CHEMICAL CO (BD) LTD.,2022,12.41,0,0.0,0,58.49,0.0,316.76,0,"20%C,20%B",0.54,20.0,20.0,9.928,46.792,296.29629629629625,0.6003091831952752,0.5993840485400058,Yes,Yes
353,KOHINOOR CHEMICAL CO (BD) LTD.,2023,12.31,0,0.0,0,59.46,0.0,377.26,0,"40%C,10%B",0.89,40.0,10.0,11.079,53.514,404.49438202247194,0.6003091831952752,0.5993840485400058,Yes,Yes
354,KOHINOOR CHEMICAL CO (BD) LTD.,2024,15.12,0,0.0,0,60.35,0.0,509.53,0,"50%C,10%B",0.83,50.0,10.0,13.607999999999999,54.315,542.1686746987953,0.6003091831952752,0.5993840485400058,Yes,Yes
355,LAFARGEHOLCIM BANGLADESH PLC.,2020,2.03,0,0.0,0,0.0,14.89,2361.41,0,10%C,2.09,10.0,0.0,2.03,0.0,47.84688995215311,0.7579647588722749,0.7952137191243249,Yes,Yes
356,LAFARGEHOLCIM BANGLADESH PLC.,2021,3.34,0,0.0,0,17.04,0.0,3881.87,0,25%C,3.52,25.0,0.0,3.34,17.04,71.02272727272727,0.7579647588722749,0.7952137191243249,Yes,Yes
357,LAFARGEHOLCIM BANGLADESH PLC.,2022,3.83,0,0.0,0,15.25,0.0,4444.54,0,48%C,7.41,48.0,0.0,3.83,15.25,64.77732793522267,0.7579647588722749,0.7952137191243249,Yes,Yes
358,LAFARGEHOLCIM BANGLADESH PLC.,2023,5.12,0,0.0,0,19.14,0.0,5942.09,0,50%C,7.18,50.0,0.0,5.12,19.14,69.63788300835655,0.7579647588722749,0.7952137191243249,Yes,Yes
359,LAFARGEHOLCIM BANGLADESH PLC.,2024,3.29,0,0.0,0,16.01,0.0,3819.31,0,38%C,7.1,38.0,0.0,3.29,16.01,53.52112676056338,0.7579647588722749,0.7952137191243249,Yes,Yes
360,LINDE BANGLADESH LIMITED,2020,70.54,0,0.0,0,355.71,0.0,1073.54,0,400%C,3.12,400.0,0.0,70.54,355.71,1282.051282051282,-0.8541525355363936,0.8994051311309323,No,Yes
361,LINDE BANGLADESH LIMITED,2021,80.54,0,0.0,0,379.52,0.0,1225.71,0,550%C,3.48,550.0,0.0,80.54,379.52,1580.4597701149426,-0.8541525355363936,0.8994051311309323,No,Yes
362,LINDE BANGLADESH LIMITED,2022,58.04,0,0.0,0,397.39,0.0,883.23,0,420%C,3.0,420.0,0.0,58.04,397.39,1400.0,-0.8541525355363936,0.8994051311309323,No,Yes
363,LINDE BANGLADESH LIMITED,2023,34.54,0,0.0,0,386.8,0.0,525.68,0,1540%C,10.86,1540.0,0.0,34.54,386.8,1418.0478821362801,-0.8541525355363936,0.8994051311309323,No,Yes
364,LINDE BANGLADESH LIMITED,2024,421.94,0,0.0,0,229.28,0.0,6421.2,0,4500%C,45.21,4500.0,0.0,421.94,229.28,995.3550099535502,-0.8541525355363936,0.8994051311309323,No,Yes
365,MAGURA MULTIPLEX PLC.,2020,7.1,0,6.39,0,83.95,75.63,23.84,0,"11%C,11%B",9.17,11.0,11.0,6.319,74.7155,10.676117775354419,-0.017945898584700307,-0.5116810129571041,No,No
366,MAGURA MULTIPLEX PLC.,2021,1.34,0,0.0,0,27.97,0.0,14.0,0,10%C,1.68,10.0,0.0,1.34,27.97,59.523809523809526,-0.017945898584700307,-0.5116810129571041,No,No
367,MAGURA MULTIPLEX PLC.,2022,4.62,0,0.0,0,31.59,0.0,48.23,0,8%C,0.44,8.0,0.0,4.62,31.59,181.81818181818184,-0.017945898584700307,-0.5116810129571041,No,No
368,MAGURA MULTIPLEX PLC.,2023,4.71,0,0.0,0,35.5,0.0,49.23,0,"12%C,8%B",0.44,12.0,8.0,4.3332,32.66,250.90909090909088,-0.017945898584700307,-0.5116810129571041,No,No
369,MAGURA MULTIPLEX PLC.,2024,2.52,0,0.0,0,72.59,0.0,74.57,0,14%C,1.12,14.0,0.0,2.52,72.59,125.0,-0.017945898584700307,-0.5116810129571041,No,No
370,MARICO BANGLADESH LIMITED,2020,84.01,0,0.0,0,44.05,0.0,2646.24,0,950%C,5.68,950.0,0.0,84.01,44.05,1672.5352112676055,0.8859972771810019,0.667777452893083,Yes,Yes
