Name,Performance Year,Basic EPS Based On Continuous operations,Basic EPS Based On Including Extra-Ordinary Income,Basic EPS (restated) Based On Continuous operations,Basic EPS (restated) Based On Including Extra-Ordinary Income,Net Asset Value Per Share,Restated Net Asset Value Per Share,Net Profit After Tax Continuous operations (mn),Net Profit After Tax Including Extra-Ordinary Income (mn),% Dividend,% Dividend Yield
ENERGYPAC POWER GENERATION PLC.,2024,-5.18,0,0,0,37.45,0,-984.27,0,,0
ENERGYPAC POWER GENERATION PLC.,2023,-2.36,0,0,0,43.18,0,-448.34,0,5%C,1.42
ENERGYPAC POWER GENERATION PLC.,2022,0.38,0,0,0,48.18,0,71.38,0,10%C,2.52
ENERGYPAC POWER GENERATION PLC.,2021,2.03,0,0,0,57.72,0,385.46,0,10%C,1.99
ENERGYPAC POWER GENERATION PLC.,2020,3.83,0,3.02,0,51.83,48.74,574.04,0,,0
ENVOY TEXTILES LIMITED,2024,3.58,0,0,0,51.93,0,600.39,0,20%C,5.97
ENVOY TEXTILES LIMITED,2023,1.95,0,0,0,38.57,0,327.28,0,15%C,3.36
ENVOY TEXTILES LIMITED,2022,2.99,0,0,0,38.21,0,501.31,0,15%C,3.39
ENVOY TEXTILES LIMITED,2021,0.56,0,0,0,37.79,0,94.77,0,10%C,1.7
ENVOY TEXTILES LIMITED,2020,1.63,0,0,0,40.57,0,274.12,0,5%C,2.36
ESQUIRE KNIT COMPOSITE PLC,2024,0.41,0,0,0,65.19,0,55.52,0,10%C,4.9
ESQUIRE KNIT COMPOSITE PLC,2023,0.62,0,0,0,37.59,0,84.29,0,10%C,2.87
ESQUIRE KNIT COMPOSITE PLC,2022,2.36,0,0,0,37.48,0,318.67,0,10%C,2.83
ESQUIRE KNIT COMPOSITE PLC,2021,2.2,0,0,0,64.17,0,296.9,0,15%C,3.69
ESQUIRE KNIT COMPOSITE PLC,2020,1.97,0,0,0,50.61,0,266,0,15%C,6.85
EVINCE TEXTILES LIMITED,2024,0.58,0,0,0,13.01,0,107.44,0,2.5%C,2.4
EVINCE TEXTILES LIMITED,2023,0.09,0,0,0,12.66,0,15.66,0,2.25%C,2.16
EVINCE TEXTILES LIMITED,2022,-0.121,0,0,0,12.77,0,-22.2,0,2%C,2.08
EVINCE TEXTILES LIMITED,2021,0.001,0,0,0,13.09,0,0.26,0,2%C,1.94
EVINCE TEXTILES LIMITED,2020,0.2,0,0,0,13.52,0,35.51,0,5%B,0
EXIM BANK 1ST MUTUAL FUND,2024,-1.91,0,0,0,8.16,0,-273.83,0,,0
EXIM BANK 1ST MUTUAL FUND,2023,-0.2,0,0,0,10.37,0,-29.32,0,3%C,5.08
EXIM BANK 1ST MUTUAL FUND,2022,0.71,0,0,0,11.27,0,102.23,0,7%C,11.67
EXIM BANK 1ST MUTUAL FUND,2021,2,0,0,0,12,0,287.23,0,7.5%C,9.49
EXIM BANK 1ST MUTUAL FUND,2020,-1.28,0,0,0,9.31,0,-183.48,0,,0
EXPORT IMPORT BANK OF BANGLADESH PLC.,2023,2.33,0,0,0,23,0,3379.96,0,10%C,9.52
EXPORT IMPORT BANK OF BANGLADESH PLC.,2022,2.57,0,0,0,22.02,0,3721.41,0,10%C,9.62
EXPORT IMPORT BANK OF BANGLADESH PLC.,2021,1.49,0,0,0,21.72,0,2156.6,0,10%C,7.87
EXPORT IMPORT BANK OF BANGLADESH PLC.,2020,1.99,0,0,0,21.66,0,2815.32,0,"7.5%C,2.5%B",6.35
EXPORT IMPORT BANK OF BANGLADESH PLC.,2019,1.69,0,0,0,20.67,0,2382.08,0,10%C,10
EXPRESS INSURANCE LTD.,2024,1.23,0,0,0,19.29,0,80.48,0,5%C,0.87
EXPRESS INSURANCE LTD.,2023,1.51,0,0,0,18.75,0,98.27,0,7%C,1.84
EXPRESS INSURANCE LTD.,2022,1.33,0,0,0,17.93,0,86.64,0,7%C,2.56
EXPRESS INSURANCE LTD.,2021,1.85,0,0,0,17.09,0,120.81,0,10%C,2.87
EXPRESS INSURANCE LTD.,2020,1.64,0,1.34,0,19,15.52,87.45,0,7%C,1.8
FAMILYTEX (BD) LIMITED,2020,-0.15,0,0,0,11.48,0,-53.31,0,,0
FAMILYTEX (BD) LIMITED,2019,-0.08,0,0,0,11.63,0,-28.1,0,,0
FAMILYTEX (BD) LIMITED,2018,-0.072,0,0,0,12.29,0,-24.25,0,5%B,0
FAMILYTEX (BD) LIMITED,2017,-0.04,0,0,0,12.98,0,-14.06,0,5%B,0
FAMILYTEX (BD) LIMITED,2016,0.82,0,0,0,13.68,0,252.29,0,5%B,0
FAR CHEMICAL INDUSTRIES LIMITED,2024,0.2,0,0,0,32.53,0,30.72,0,1%C,0.55
FAR CHEMICAL INDUSTRIES LIMITED,2023,-1.12,0,0,0,10.98,0,-244.88,0,,0
FAR CHEMICAL INDUSTRIES LIMITED,2022,-0.39,0,0,0,12.1,0,-84.2,0,,0
FAR CHEMICAL INDUSTRIES LIMITED,2021,-0.16,0,0,0,13.71,0,-34.13,0,1%C,0.84
FAR CHEMICAL INDUSTRIES LIMITED,2020,0.33,0,0,0,13.96,0,72.14,0,1%C,1.02
FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2024,1.64,0,0,0,21.06,0,358.84,0,14%C,7.53
FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2023,1.58,0,0,0,19.63,0,345.41,0,10%C,5.21
FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2022,1.04,0,0,0,19.5,0,228.07,0,10%C,5.38
FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2021,0.79,0,0,0,19.48,0,172.91,0,10%C,7.09
FAR EAST KNITTING & DYEING INDUSTRIES PLC.,2020,0.33,0,0,0,19.36,0,70.03,0,"3%C,2%B",3.41
FAREAST FINANCE & INVESTMENT LIMITED,2024,-5.13,0,0,0,-50.48,0,-841.73,0,,0
FAREAST FINANCE & INVESTMENT LIMITED,2023,-6.85,0,0,0,-45.35,0,-1123.22,0,,0
FAREAST FINANCE & INVESTMENT LIMITED,2022,-14.06,0,0,0,-38.5,0,-2306.51,0,,0
FAREAST FINANCE & INVESTMENT LIMITED,2020,-1.74,0,0,0,1.11,0,-285.46,0,,0
FAREAST FINANCE & INVESTMENT LIMITED,2019,-4.38,0,0,0,2.85,0,-718,0,,0
FAREAST ISLAMI LIFE INSURANCE COMPANY LTD.,2020,0,0,0,0,0,0,0,0,,0
FAREAST ISLAMI LIFE INSURANCE COMPANY LTD.,2019,0,0,0,0,0,0,0,0,10%C,2.02
FAREAST ISLAMI LIFE INSURANCE COMPANY LTD.,2018,0,0,0,0,0,0,0,0,20%C,3.16
FAREAST ISLAMI LIFE INSURANCE COMPANY LTD.,2017,0,0,0,0,0,0,0,0,"15%C, 20%B",2.22
FAREAST ISLAMI LIFE INSURANCE COMPANY LTD.,2016,0,0,0,0,0,0,0,0,"15%C,20%B",2.22
FAS FINANCE & INVESTMENT LTD.,2023,-19.37,0,0,0,105.42,0,-2888.2,0,,0
FAS FINANCE & INVESTMENT LTD.,2022,-47.84,0,0,0,-86.14,0,-7132.36,0,,0
FAS FINANCE & INVESTMENT LTD.,2021,-19.94,0,0,0,-33.32,0,-2971.97,0,,0
FAS FINANCE & INVESTMENT LTD.,2020,-14.61,0,0,0,-13.4,0,-2178.03,0,,0
FAS FINANCE & INVESTMENT LTD.,2019,-10.12,0,0,0,1.93,0,-1508.52,0,,0
FEDERAL INSURANCE PLC,2023,0.96,0,0,0,12.93,0,68.2,0,10%C,3.86
FEDERAL INSURANCE PLC,2022,1.03,0,0,0,12.97,0,73.48,0,10%C,4.03
FEDERAL INSURANCE PLC,2021,1.36,0,0,0,12.93,0,96.36,0,10%C,2.79
FEDERAL INSURANCE PLC,2020,1.33,0,0,0,12.4,0,90,0,"5%C,5%B",2
FEDERAL INSURANCE PLC,2019,0.67,0,0,0,11.57,0,45.53,0,5%C,3.55
FINE FOODS LIMITED,2024,0.88,0,0,0,11.31,0,12.35,0,10%C,0.59
FINE FOODS LIMITED,2023,0.07,0,0,0,10.55,0,0.92,0,1.25%C,0.1
FINE FOODS LIMITED,2022,0.024,0,0,0,10.637,0,0.34,0,1.5%C,0.33
FINE FOODS LIMITED,2021,-0.113,0,0,0,10.61,0,-1.57,0,,0
FINE FOODS LIMITED,2020,0.19,0,0,0,10.83,0,2.62,0,1%C,0.22
FIRST BANGLADESH FIXED INCOME FUND,2024,-1.82,0,0,0,8.32,0,-1413.08,0,,0
FIRST BANGLADESH FIXED INCOME FUND,2023,-0.11,0,0,0,10.64,0,-85.51,0,5%C,9.8
FIRST BANGLADESH FIXED INCOME FUND,2022,0.69,0,0,0,11.41,0,531.82,0,6%C,11.54
FIRST BANGLADESH FIXED INCOME FUND,2021,1.93,0,0,0,11.64,0,1496.05,0,4%C,6.56
FIRST BANGLADESH FIXED INCOME FUND,2020,-1.55,0,0,0,9.14,0,-1206.25,0,,0
FIRST FINANCE LIMITED,2023,-3.44,0,0,0,-31.71,0,-407.63,0,,0
FIRST FINANCE LIMITED,2022,-14.52,0,0,0,-28.84,0,-1720.72,0,,0
FIRST FINANCE LIMITED,2021,-18.47,0,0,0,-14.32,0,-2190.1,0,,0
FIRST FINANCE LIMITED,2020,-4.31,0,0,0,4.23,0,-501.34,0,,0
FIRST FINANCE LIMITED,2019,1.16,0,0,0,8.55,0,134.92,0,2%B,0
FIRST JANATA BANK MUTUAL FUND,2024,-2.24,0,0,0,7.54,0,-650.23,0,,0
FIRST JANATA BANK MUTUAL FUND,2023,-0.32,0,0,0,9.78,0,-92.55,0,,0
FIRST JANATA BANK MUTUAL FUND,2022,0.24,0,0,0,10.8,0,70.1,0,7%C,10.94
FIRST JANATA BANK MUTUAL FUND,2021,2.54,0,0,0,11.94,0,735.56,0,13%C,18.57
FIRST JANATA BANK MUTUAL FUND,2020,-1.26,0,0,0,9.32,0,-365.78,0,,0
FIRST SECURITY ISLAMI BANK PLC.,2023,2.85,0,0,0,21.74,0,3281.5,0,"5%C,5%B",5.49
FIRST SECURITY ISLAMI BANK PLC.,2022,2.81,0,0,0,21.3,0,2942.94,0,10%B,0
FIRST SECURITY ISLAMI BANK PLC.,2021,3.36,0,0,0,20.42,0,3344.21,0,"5%C,5%B",3.88
FIRST SECURITY ISLAMI BANK PLC.,2020,2.93,0,0,0,18.91,0,2779.96,0,"5%C,5%B",5.56
FIRST SECURITY ISLAMI BANK PLC.,2019,2.4,0,0,0,17.87,0,2068.98,0,10%B,0
FORTUNE SHOES LIMITED,2024,0.5,0,0,0,13.58,0,84.49,0,1%C,0.34
FORTUNE SHOES LIMITED,2023,1.05,0,0,0,14.56,0,179.88,0,5%C,0.66
FORTUNE SHOES LIMITED,2022,2.3,0,0,0,14.3,0,374.1,0,"10%C,5%B",1.07
FORTUNE SHOES LIMITED,2021,1.59,0,0,0,14.24,0,245.49,0,"10%C,5%B",2.24
FORTUNE SHOES LIMITED,2020,0.8,0,0,0,13.63,0,117.22,0,"5%C,5%B",3.14
FU-WANG CERAMIC INDUSTRY LIMITED,2024,0.2,0,0,0,11.97,0,27.09,0,2%C,1.12
FU-WANG CERAMIC INDUSTRY LIMITED,2023,0.26,0,0,0,11.91,0,36,0,2%C,1.14
FU-WANG CERAMIC INDUSTRY LIMITED,2022,0.23,0,0,0,11.78,0,31.47,0,2%C,1.04
FU-WANG CERAMIC INDUSTRY LIMITED,2021,0.34,0,0,0,11.7,0,46.36,0,2%C,1.32
FU-WANG CERAMIC INDUSTRY LIMITED,2020,0.47,0,0,0,11.5,0,63.65,0,1.4%C,2.09
FU-WANG FOODS LIMITED,2024,-0.31,0,0,0,2.03,0,-35.44,0,,0
FU-WANG FOODS LIMITED,2023,-0.57,0,0,0,2.43,0,-63.4,0,,0
FU-WANG FOODS LIMITED,2022,-2.26,0,0,0,3.18,0,-250.75,0,,0
FU-WANG FOODS LIMITED,2021,0.05,0,0,0,11.85,0,5.32,0,,0
FU-WANG FOODS LIMITED,2020,0.5,0,0,0,12.01,0,55.04,0,1.65%C,1.42
GBB POWER LIMITED,2024,-0.35,0,0,0,20.27,0,-35.69,0,,0
GBB POWER LIMITED,2023,1.1,0,0,0,21.14,0,111.98,0,2%C,1.24
GBB POWER LIMITED,2022,1.01,0,0,0,20.39,0,103.03,0,3%C,1.35
GBB POWER LIMITED,2021,1.5,0,0,0,20.93,0,152.2,0,11.5%C,3.76
GBB POWER LIMITED,2020,1.14,0,0,0,19.93,0,115.61,0,10%C,8.06
GENERATION NEXT FASHIONS LIMITED,2023,0.07,0,0,0,11.88,0,34.06,0,1%C,1.56
GENERATION NEXT FASHIONS LIMITED,2022,0.01,0,0,0,11.91,0,4.73,0,1%C,1.64
GENERATION NEXT FASHIONS LIMITED,2021,0.01,0,0,0,11.91,0,3.32,0,,0
GENERATION NEXT FASHIONS LIMITED,2020,0.01,0,0,0,11.9,0,5.55,0,,0
GENERATION NEXT FASHIONS LIMITED,2019,0.43,0,0,0,11.89,0,213.44,0,,0
GENEX INFOSYS PLC,2024,2.62,0,0,0,20.38,0,315.67,0,3%C,0.63
GENEX INFOSYS PLC,2023,3.32,0,0,0,19.2,0,384.07,0,"6%C,4%B",0.7
GENEX INFOSYS PLC,2022,3.36,0,0,0,16.53,0,381.68,0,"11%C,2%B",1.45
GENEX INFOSYS PLC,2021,3.22,0,0,0,18.22,0,332.42,0,"10%C,10%B",1.12
GENEX INFOSYS PLC,2020,3.42,0,0,0,17.5,0,320.58,0,"10%C,10%B",1.83
GLOBAL HEAVY CHEMICALS LIMITED,2023,-5.77,0,0,0,47.85,0,-415.17,0,,0
GLOBAL HEAVY CHEMICALS LIMITED,2022,-1.57,0,0,0,53.68,0,-112.87,0,2%C,0.57
GLOBAL HEAVY CHEMICALS LIMITED,2021,0.34,0,0,0,54.65,0,24.84,0,5%C,1.29
GLOBAL HEAVY CHEMICALS LIMITED,2020,0.25,0,0,0,54.46,0,18.02,0,5%C,1.61
GLOBAL HEAVY CHEMICALS LIMITED,2019,0.88,0,0,0,55.21,0,63.01,0,5%C,1.27
GLOBAL INSURANCE LIMITED,2023,1.38,0,0,0,13.96,0,56.02,0,10%C,2.98
GLOBAL INSURANCE LIMITED,2022,1.63,0,0,0,13.8,0,66.16,0,12.25%C,3.93
GLOBAL INSURANCE LIMITED,2021,1.62,0,0,0,13.37,0,65.65,0,12%C,2.22
GLOBAL INSURANCE LIMITED,2020,1.53,0,0,0,12.75,0,62.24,0,10%C,2.69
GLOBAL INSURANCE LIMITED,2019,1.01,0,0.96,0,12.28,11.69,38.9,0,"5%C,5%B",2.31
GLOBAL ISLAMI BANK PLC,2022,1.02,0,0,0,13.79,0,963.16,0,"5%C,5%B",5.56
GLOBAL ISLAMI BANK PLC,2021,2.56,0,1.4,0,15.06,12.77,1319.39,0,,0
GOLDEN HARVEST AGRO INDUSTRIES LIMITED,2024,-0.92,0,0,0,12.49,0,-198.87,0,1%C,0.73
GOLDEN HARVEST AGRO INDUSTRIES LIMITED,2023,0.02,0,0,0,13.4,0,3.99,0,1%C,0.57
GOLDEN HARVEST AGRO INDUSTRIES LIMITED,2022,-0.47,0,0,0,13.52,0,-101.16,0,2%C,1.06
GOLDEN HARVEST AGRO INDUSTRIES LIMITED,2021,-0.72,0,0,0,14.19,0,-156.4,0,5%C,3.01
GOLDEN HARVEST AGRO INDUSTRIES LIMITED,2020,0.04,0,0,0,15.01,0,7.57,0,,0
GOLDEN SON LIMITED,2024,-0.68,0,0,0,17.99,0,-116.5,0,1.5%C,0.88
GOLDEN SON LIMITED,2023,-0.75,0,0,0,18.99,0,-129.51,0,1%C,0.55
GOLDEN SON LIMITED,2022,-0.29,0,0,0,19.74,0,-50.66,0,,0
GOLDEN SON LIMITED,2021,0.3,0,0,0,20.22,0,51.18,0,2.75%C,1.67
GOLDEN SON LIMITED,2020,-1.05,0,0,0,20.03,0,-180.12,0,2.5%C,4.55
GPH ISPAT LIMITED,2024,1.77,0,0,0,52.43,0,857.74,0,10%C,3.72
GPH ISPAT LIMITED,2023,0.58,0,0,0,53.08,0,267.61,0,"5%C,5%B",1.11
GPH ISPAT LIMITED,2022,3.42,0,0,0,28.79,0,1494.28,0,"5.5%C, 5.5%B",1.04
GPH ISPAT LIMITED,2021,4.18,0,0,0,29.86,0,1660.89,0,"20%C,10%B",5.65
GPH ISPAT LIMITED,2020,0.79,0,0,0,17.01,0,299.42,0,"5%C,5%B",2.06
GQ BALL PEN INDUSTRIES LIMITED,2024,-3.5,0,0,0,113.57,0,-31.28,0,3%C,0.25
GQ BALL PEN INDUSTRIES LIMITED,2023,-0.12,0,0,0,120.06,0,-1.09,0,2.5%C,0.19
GQ BALL PEN INDUSTRIES LIMITED,2022,-2.65,0,0,0,136.31,0,-23.64,0,2.5%C,0.23
GQ BALL PEN INDUSTRIES LIMITED,2021,-7.56,0,0,0,140,0,-67.49,0,5%C,0.44
GQ BALL PEN INDUSTRIES LIMITED,2020,-7.64,0,0,0,134.21,0,-68.21,0,5%C,0.76
GRAMEEN MF ONE : SCHEME TWO,2024,0.65,0,0,0,16.05,0,117.84,0,6.5%C,5.56
GRAMEEN MF ONE : SCHEME TWO,2023,0.65,0,0,0,19.28,0,118.84,0,6.5%C,4.3
GRAMEEN MF ONE : SCHEME TWO,2022,1.34,0,0,0,20.52,0,244.74,0,15%C,9.09
GRAMEEN MF ONE : SCHEME TWO,2021,1.21,0,0,0,20.82,0,220.18,0,13%C,7.43
GRAMEEN MF ONE : SCHEME TWO,2020,0.74,0,0,0,15.46,0,135.78,0,7%C,6.31
GRAMEENPHONE LIMITED,2024,26.89,0,0,0,47.95,0,36308.73,0,330%C,10.21
GRAMEENPHONE LIMITED,2023,24.49,0,0,0,49.39,0,33074.87,0,125%C,4.34
GRAMEENPHONE LIMITED,2022,22.29,0,0,0,34.22,0,30091.6,0,220%C,7.68
GRAMEENPHONE LIMITED,2021,25.28,0,0,0,36.94,0,34129.06,0,250%C,7.15
GRAMEENPHONE LIMITED,2020,27.54,0,0,0,38.59,0,37187.04,0,275%C,7.92
GREEN DELTA INSURANCE PLC.,2024,5.39,0,0,0,70.4,0,539.76,0,25%C,5.07
GREEN DELTA INSURANCE PLC.,2023,6.11,0,0,0,73.18,0,612.19,0,25%C,3.77
GREEN DELTA INSURANCE PLC.,2022,7.3,0,0,0,68.96,0,731.23,0,25%C,3.84
GREEN DELTA INSURANCE PLC.,2021,8.43,0,0,0,69.32,0,844.69,0,30%C,2.83
GREEN DELTA INSURANCE PLC.,2020,7.34,0,0,0,68.95,0,683.8,0,"24.5%C,7.5%B",3.98
GREEN DELTA MUTUAL FUND,2023,0.14,0,0,0,10.16,0,21.49,0,1.5%C,2.17
GREEN DELTA MUTUAL FUND,2022,0.72,0,0,0,10.79,0,107.55,0,7%C,9.86
GREEN DELTA MUTUAL FUND,2021,2.13,0,0,0,11.69,0,319.55,0,12%C,15
GREEN DELTA MUTUAL FUND,2020,-0.99,0,0,0,9.07,0,-148.3,0,,0
GREEN DELTA MUTUAL FUND,2019,0.76,0,0,0,11.22,0,113.26,0,9%C,10.67
GSP FINANCE COMPANY(BANGLADESH) PLC.,2023,-9.73,0,0,0,18.05,0,-1528.73,0,,0
GSP FINANCE COMPANY(BANGLADESH) PLC.,2022,-1.08,0,0,0,27.78,0,-170.29,0,,0
GSP FINANCE COMPANY(BANGLADESH) PLC.,2021,1.44,0,0,0,20.57,0,226.74,0,"2.5%C,7.5%B",0.93
GSP FINANCE COMPANY(BANGLADESH) PLC.,2020,1.55,0,0,0,21.9,0,220.63,0,10%B,0
GSP FINANCE COMPANY(BANGLADESH) PLC.,2019,1.46,0,0,0,22.49,0,188.13,0,10%B,0
H.R.TEXTILE MILLS LIMITED,2024,-19.67,0,0,0,21.43,0,-574.81,0,,0
H.R.TEXTILE MILLS LIMITED,2023,0.54,0,0,0,41.33,0,15.91,0,5%C,0.43
H.R.TEXTILE MILLS LIMITED,2022,2.79,0,0,0,45.35,0,74.18,0,"5%C,10%B",0.51
H.R.TEXTILE MILLS LIMITED,2021,2.89,0,0,0,45.18,0,73.03,0,"5%C,5%B",1.05
H.R.TEXTILE MILLS LIMITED,2020,1.11,0,0,0,42.78,0,28.16,0,10%C,3.11
HAKKANI PULP & PAPER MILLS PLC.,2024,0.04,0,0,0,24.29,0,0.78,0,2%C,0.36
HAKKANI PULP & PAPER MILLS PLC.,2023,0.89,0,0,0,24.45,0,16.91,0,2%C,0.31
HAKKANI PULP & PAPER MILLS PLC.,2022,-1.3,0,0,0,9.94,0,-24.61,0,1%C,0.16
HAKKANI PULP & PAPER MILLS PLC.,2021,-1.28,0,0,0,24.96,0,-24.31,0,1%C,0.15
HAKKANI PULP & PAPER MILLS PLC.,2020,0.07,0,0,0,25.82,0,1.42,0,2%C,0.27
HAMI INDUSTRIES PLC,2023,-0.76,0,0,0,1.97,0,-5.86,0,,0
HAMI INDUSTRIES PLC,2022,-0.73,0,0,0,2.73,0,-5.61,0,,0
HAMI INDUSTRIES PLC,2021,-0.8,0,0,0,3.45,0,-6.16,0,,0
HAMI INDUSTRIES PLC,2020,-1.07,0,0,0,4.25,0,-8.22,0,,0
HAMI INDUSTRIES PLC,2019,-0.49,0,0,0,5.32,0,-3.79,0,,0
HAMID FABRICS PLC.,2023,0.19,0,0,0,37.71,0,17.04,0,5%C,2.7
HAMID FABRICS PLC.,2022,0.67,0,0,0,38.22,0,60.94,0,5%C,2.11
HAMID FABRICS PLC.,2021,-1.76,0,0,0,37.79,0,-160.27,0,5%C,2.72
HAMID FABRICS PLC.,2020,0.42,0,0,0,40.04,0,38.01,0,10%C,6.37
HAMID FABRICS PLC.,2019,1.25,0,0,0,40.11,0,113.57,0,10%C,4.63
HEIDELBERG MATERIALS BANGLADESH PLC.,2024,8.17,0,0,0,72.87,0,461.79,0,25%C,1.12
HEIDELBERG MATERIALS BANGLADESH PLC.,2023,8.13,0,0,0,67.2,0,459.41,0,25%C,1.06
HEIDELBERG MATERIALS BANGLADESH PLC.,2022,-4.13,0,0,0,60.07,0,-233.44,0,10%C,0.56
HEIDELBERG MATERIALS BANGLADESH PLC.,2021,8.41,0,0,0,66.6,0,475.28,0,26%C,0.95
HEIDELBERG MATERIALS BANGLADESH PLC.,2020,-1.43,0,0,0,68.1,0,-80.84,0,20%C,1.34
HWA WELL TEXTILES (BD) PLC.,2024,3.19,0,0,0,38.51,0,178.49,0,20%C,4.65
HWA WELL TEXTILES (BD) PLC.,2023,5.94,0,0,0,37.8,0,332.45,0,25%C,4.44
HWA WELL TEXTILES (BD) PLC.,2022,4.54,0,0,0,34.34,0,254.43,0,25%C,5.45
HWA WELL TEXTILES (BD) PLC.,2021,3.01,0,0,0,31.56,0,168.58,0,20%C,4.74
HWA WELL TEXTILES (BD) PLC.,2020,2.31,0,0,0,30.52,0,129.63,0,20%C,6.41
IBBL MUDARABA PERPETUAL BOND,2019,0,0,0,0,0,0,0,0,9.38% (Profit Rate),0
IBBL MUDARABA PERPETUAL BOND,2018,0,0,0,0,0,0,0,0,9.02% (Profit Rate),0
IBBL MUDARABA PERPETUAL BOND,2017,0,0,0,0,0,0,0,0,8.66% (Profit Rate),0
IBBL MUDARABA PERPETUAL BOND,2016,0,0,0,0,0,0,0,0,8.94% (Profit Rate),0
IBBL MUDARABA PERPETUAL BOND,2015,0,0,0,0,0,0,0,0,10.34%Profit rate,0
ICB AMCL 3RD NRB MUTUAL FUND,2024,-1.74,0,0,0,7.28,0,-173.92,0,,0
ICB AMCL 3RD NRB MUTUAL FUND,2023,0.36,0,0,0,9.32,0,36.38,0,3%C,4.48
ICB AMCL 3RD NRB MUTUAL FUND,2022,0.53,0,0,0,9.79,0,53.45,0,5%C,7.25
ICB AMCL 3RD NRB MUTUAL FUND,2021,0.52,0,0,0,9.22,0,52.33,0,7%C,8.57
ICB AMCL 3RD NRB MUTUAL FUND,2020,0.24,0,0,0,5.59,0,24.11,0,5%C,9.43
ICB AMCL CMSF GOLDEN JUBILEE MUTUAL FUND,2024,-1.01,0,0,0,9.04,0,-101.12,0,,0
ICB AMCL CMSF GOLDEN JUBILEE MUTUAL FUND,2023,0.29,0,0,0,10.3,0,29.35,0,2.5%C,1.61
ICB AMCL CMSF GOLDEN JUBILEE MUTUAL FUND,2022,0.13,0,0,0,10.13,0,12.93,0,1.2%C,1.21
ICB AMCL FIRST AGRANI BANK MUTUAL FUND,2024,-1.69,0,0,0,8.64,0,-165.73,0,,0
ICB AMCL FIRST AGRANI BANK MUTUAL FUND,2023,0.14,0,0,0,10.83,0,13.65,0,5%C,5.75
ICB AMCL FIRST AGRANI BANK MUTUAL FUND,2022,1.28,0,0,0,11.59,0,126.07,0,9%C,9.78
ICB AMCL FIRST AGRANI BANK MUTUAL FUND,2021,0.68,0,0,0,11.01,0,66.66,0,7%C,7.78
ICB AMCL FIRST AGRANI BANK MUTUAL FUND,2020,0.34,0,0,0,7.67,0,33.09,0,5%C,8.06
ICB AMCL SECOND MUTUAL FUND,2024,-1.86,0,0,0,8.23,0,-93.07,0,,0
ICB AMCL SECOND MUTUAL FUND,2023,0.03,0,0,0,10.4,0,1.5,0,3%C,3.37
ICB AMCL SECOND MUTUAL FUND,2022,0.59,0,0,0,10.97,0,29.72,0,6%C,6.59
ICB AMCL SECOND MUTUAL FUND,2021,0.37,0,0,0,10.33,0,18.4,0,8%C,6.84
ICB AMCL SECOND MUTUAL FUND,2020,0.3,0,0,0,6.29,0,14.79,0,5%C,6.49
ICB AMCL SONALI BANK LTD 1ST MUTUAL FUND,2024,-1.78,0,0,0,8.27,0,-177.9,0,,0
ICB AMCL SONALI BANK LTD 1ST MUTUAL FUND,2023,0.22,0,0,0,10.3,0,21.88,0,2.5%C,3.21
ICB AMCL SONALI BANK LTD 1ST MUTUAL FUND,2022,0.51,0,0,0,10.58,0,50.83,0,5%C,6.25
ICB AMCL SONALI BANK LTD 1ST MUTUAL FUND,2021,0.53,0,0,0,10.39,0,52.86,0,7%C,7.87
ICB AMCL SONALI BANK LTD 1ST MUTUAL FUND,2020,0.41,0,0,0,6.79,0,40.82,0,5%C,6.58
ICB EMPLOYEES PROVIDENT MUTUAL FUND ONE,2024,-1.74,0,0,0,7.61,0,-130.54,0,,0
ICB EMPLOYEES PROVIDENT MUTUAL FUND ONE,2023,0.34,0,0,0,9.66,0,25.54,0,3%C,4.23
ICB EMPLOYEES PROVIDENT MUTUAL FUND ONE,2022,0.59,0,0,0,9.98,0,44.37,0,5%C,6.94
ICB EMPLOYEES PROVIDENT MUTUAL FUND ONE,2021,0.41,0,0,0,9.4,0,30.7,0,6%C,7.23
ICB EMPLOYEES PROVIDENT MUTUAL FUND ONE,2020,0.2,0,0,0,5.58,0,14.87,0,5%C,8.06
IDLC FINANCE PLC.,2024,4.82,0,0,0,48.26,0,2002.8,0,"15%C,5%B",4.64
IDLC FINANCE PLC.,2023,3.64,0,0,0,45.71,0,1513.56,0,15%C,3.22
IDLC FINANCE PLC.,2022,4.61,0,0,0,43.56,0,1914.53,0,15%C,3.23
IDLC FINANCE PLC.,2021,5.34,0,0,0,42.41,0,2116.05,0,"15%C,5%B",2.49
IDLC FINANCE PLC.,2020,6.74,0,0,0,40.41,0,2540.57,0,"15%C,5%B",2.37
IFAD AUTOS PLC.,2024,-0.62,0,0,0,36.29,0,-164.55,0,"1%C,1%B",0.35
IFAD AUTOS PLC.,2023,-0.58,0,0,0,37.91,0,-153.75,0,10%C,2.28
IFAD AUTOS PLC.,2022,1.64,0,0,0,41.35,0,414,0,"5%C, 5%B",0.99
IFAD AUTOS PLC.,2021,2.18,0,0,0,40.81,0,551.18,0,11%C,2.18
IFAD AUTOS PLC.,2020,0.93,0,0,0,39.73,0,229.91,0,"9%C,2%B",2.34
